Country,Country code,Cluster1990,Cluster2015,Flow_1990_2015,Transition_Types,AA,AB,BA,BB,BC,CB,CC,CD,DB,DC,DD,agriculture add(%gdp),CO2(ton),"Industry, value added (% of GDP)",population,unemployment rate,"Agriculture, value added (% of GDP)","Agriculture, value added (current US$)",Agriculture value added per worker (constant 2010 US$),"Industry, value added (% of GDP)","Industry, value added (current US$)",CO2 emissions (metric tons per capita),"Population, total",Population growth (annual %),"Population, female (% of total)","Population, male (% of total)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (national estimate)","Air transport, passengers carried","Air transport, freight (million ton-km)","Air transport, registered carrier departures worldwide","International tourism, number of arrivals","International tourism, number of departures","International tourism, receipts (current US$)","International tourism, expenditures (current US$)","International tourism, expenditures (% of total imports)","International tourism, receipts (% of total exports)",Exports of goods and services (% of GDP),Exports of goods and services (annual % growth),Exports of goods and services (current US$),Imports of goods and services (% of GDP),Imports of goods and services (annual % growth),Imports of goods and services (current US$),Renewable internal freshwater resources per capita (cubic meters),"Improved water source, rural (% of rural population with access)",Improved water source (% of population with access),Improved sanitation facilities (% of population with access),"Improved sanitation facilities, rural (% of rural population with access)",Mobile cellular subscriptions,Mobile cellular subscriptions (per 100 people),Fixed broadband subscriptions,Fixed broadband subscriptions (per 100 people),Individuals using the Internet (% of population),Secure Internet servers (per 1 million people),Researchers in R&D (per million people),"Patent applications, residents","Patent applications, nonresidents",Rail lines (total route-km),"Railways, goods transported (million ton-km)","Railways, passengers carried (million passenger-km)",Urban population (% of total),Urban population growth (annual %),Oil rents (% of GDP)
Sierra Leone,SLE,ClusterD_1990,ClusterD_2015,D_1990-D_2015,DD,0,0,0,0,0,0,0,0,0,0,1,51.55158784,0.117110096,19.8597441,5429437.222,3.059840002,51.55158784,932179828.9,854.7984828,19.8597441,272004475,0.117110096,5353792.88,2.04775543,50.61994894,49.38005106,3.059840002,3.420000076,18190.38095,4.048150004,342.2857143,33123.81,53526.32,33190476.19,31070000,8.366900326,17.03957755,19.82560729,13.74444601,386790153.2,33.62978217,12.35074392,741983515,29870.93903,34.05,49.70384615,11.65384615,5.696153846,1040202.13,17.30206443,0,0,0.937221027,0.523875336,0,0,5,0,0,0,36.34592308,2.779852729,0
Singapore,SGP,ClusterA_1990,ClusterA_2015,A_1990-A_2015,AA,1,0,0,0,0,0,0,0,0,0,0,0.104619539,11.10328542,31.06018982,4307876.963,3.676840014,0.104619539,95886134.74,42823.19258,31.06018982,39896995306,11.10328542,4257899.81,2.445315551,50.18033069,49.81966931,3.676840014,3.785600014,17888936.03,5570.897031,86109.02413,7720047.62,5736857.14,9670571429,12364476190,4.050877638,2.97546302,190.3182566,8.807048084,2.82601E+11,169.9030875,8.702931394,2.49637E+11,140.1423211,0,100,99.73461538,0,3769902.85,78.11033524,822227.78,16.37732186,42.01442981,458.5292141,4993.300715,697.76,8016.62,0,0,0,100,2.445315551,0
Slovak Republic,SVK,ClusterB_1990,ClusterA_2015,B_1990-A_2015,BA,0,0,1,0,0,0,0,0,0,0,0,4.236637576,7.106846923,35.59422224,5375649.37,14.03984009,4.236637576,2245009007,10960.36666,35.59422224,20166209638,7.106846923,5373608.81,0.106306229,51.41649398,48.58350602,14.03984009,13.80239992,522335.6347,5.010000001,7282.742087,1336000,2966363.64,1532047619,1351428571,2.939891358,3.770029806,66.26362108,8.286868451,40521521784,69.00360999,7.144136102,41253665713,2336.728993,99.76153846,99.88461538,98.86153846,98.2,3055142,56.34500987,640535.57,11.77975218,39.18984169,125.6256252,2213.744591,216.91,716,3642.899091,9791.608696,2859.59,55.62211538,-0.064368221,0.009315179
Slovenia,SVN,ClusterA_1990,ClusterA_2015,A_1990-A_2015,AA,1,0,0,0,0,0,0,0,0,0,0,2.767832277,7.441615449,33.88764763,2013630,7.136080017,2.767832277,790384041.5,90027.57907,33.88764763,10446196360,7.441615449,2011660.19,0.127298381,51.07131193,48.92868807,7.136080017,7.450000011,698872.5417,2.765750004,15014.25,1572666.67,2508312.5,1963428571,949000000,4.638167046,9.265433032,59.21546957,3.886493156,19906923822,58.66814378,4.240899739,19409764179,9249.031961,99.4,99.57692308,99.1,99.1,1233876.35,60.70508806,336963.87,16.4333828,37.00684177,296.886899,2981.403159,299.86,140.38,1212.93,3120.487308,742.54,50.38646154,0.083395956,0.000232931
Solomon Islands,SLB,ClusterC_1990,ClusterC_2015,C_1990-C_2015,CC,0,0,0,0,0,0,1,0,0,0,0,38.76689577,0.380115381,12.13327831,449574.8889,31.7082,38.76689577,158858171.2,0,12.13327831,50486985.69,0.380115381,443811.65,2.543377564,48.85076226,51.14923774,31.7082,32.13000107,120845.3883,1.629788633,10728.91204,15094.44,0,28410476.19,31133333.33,8.061391759,9.013171585,38.25563139,0,242182681.8,57.61007699,0,341067587.8,100869.5289,77.2,80.225,27.575,15,74279.73,13.3487516,1460.25,0.274547624,2.765176579,4.891656773,0,0,0,0,0,0,17.28488462,4.482715738,0
Somalia,SOM,ClusterD_1990,ClusterD_2015,D_1990-D_2015,DD,0,0,0,0,0,0,0,0,0,0,1,65.45259173,0.063357491,0,10128869.41,6.666119976,65.45259173,0,0,0,0,0.063357491,9967749.15,2.480061592,49.93099562,50.06900438,6.666119976,0,166173.6923,2.757311578,2543.844275,0,0,0,0,0,0,13.335805,0,819000000,55.78168159,0,3485666667,603.9225656,14.20526316,25.79473684,22.16315789,9.142105263,967315.38,9.41901298,63000,0.587263154,0.704267474,0.091550354,0,0,0,0,0,0,34.33830769,3.632346082,0
South Africa,ZAF,ClusterC_1990,ClusterC_2015,C_1990-C_2015,CC,0,0,0,0,0,0,1,0,0,0,0,3.352158092,8.817014263,32.19908681,46492765.66,23.97836006,3.352158092,6192915796,5843.758731,32.19908681,63055412740,8.817014263,46130607.96,1.63461936,50.87561603,49.12438397,23.97836006,20.63700001,10343355.05,707.3331017,131944.7566,7253523.81,0,7086190476,4733190476,7.00603766,10.06464104,26.95581442,3.464108226,62574349053,25.77513569,5.548937345,61663065416,962.8386447,72.66923077,87.69230769,58.70384615,48.18461538,27578874.96,54.17399875,668318.14,1.283390154,12.7847876,52.86524312,359.5909715,799.15,5719,21370.24252,105239.7152,11541.41,58.31484615,2.517858321,0.026525715
South Korea,KOR,ClusterB_1990,ClusterA_2015,B_1990-A_2015,BA,0,0,1,0,0,0,0,0,0,0,0,4.21331458,9.328599166,38.04852623,47519157.48,3.479920006,4.21331458,24414823260,12937.03638,38.04852623,2.64661E+11,9.328599166,47375828.65,0.70697853,49.85612322,50.14387678,3.479920006,3.41538465,34465828.26,8051.785053,233968.9233,7110476.19,9557476.19,11432904762,15682761905,4.580838884,3.363147341,37.2262512,10.68357033,3.19265E+11,35.14911008,8.939596981,2.99562E+11,1359.41667,77.66363636,94.04545455,100,100,28990743.46,60.59130822,12751093.06,26.50687758,47.78893895,1073.481227,4199.102457,90331.58,31067.96,3295.66,11535.96,28755.56,79.84042308,1.221453591,0.00051056
South Sudan,SSD,ClusterD_1990,ClusterD_2015,D_1990-D_2015,DD,0,0,0,0,0,0,0,0,0,0,1,0,0.095595241,0,8003395.889,12,0,0,0,0,0,0.127460321,7840806.12,2.77332838,50.13423231,49.86576769,0,12.14999962,0,0,0,0,0,800000,38000000,0.704806313,0.021111262,38.76214404,7.239007892,5730038214,37.17559126,-2.926001558,4752269564,2329.070761,56.9,58.68,6.66,4.5,2371387.5,21.10431553,62.17,0.000531022,4.615374325,0.212962894,0,0,0,0,0,0,16.73242308,4.338645863,31.29897759
Spain,ESP,ClusterA_1990,ClusterA_2015,A_1990-A_2015,AA,1,0,0,0,0,0,0,0,0,0,0,3.335831892,6.51620047,28.41402741,42808235.67,17.23551998,3.335831892,29473887218,29136.13493,28.41402741,2.67663E+11,6.51620047,42668400.15,0.689197408,50.83535687,49.16464313,17.23551998,17.19846157,40489794.8,910.975762,453752.1211,51646047.62,8225619.05,47071476190,13141761905,4.360744346,17.27263824,24.98137293,5.865377547,2.49911E+11,26.73242476,5.235391183,2.66247E+11,2588.049903,100,99.95,99.9,100,28392065.5,63.76799999,7389069,16.13004852,32.96785951,183.5135102,2295.519495,2745.77,410.69,14054.56,10233.87423,19731.88,77.06761538,0.910672562,0.005153896
Sri Lanka,LKA,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,16.61207883,0.530241253,28.38946857,19129629.63,8.26279995,16.61207883,3745729340,1049.037835,28.38946857,8750722393,0.530241253,19049884.62,0.842637264,50.52494602,49.47505398,8.26279995,8.559615429,2342853.196,246.9131034,16624.09231,651904.76,818142.86,1065761905,760523809.5,5.739505453,10.10759771,29.9547498,5.391012482,7911484920,38.95668538,7.121230786,10760634425,2749.028277,79.55,82.48846154,83.71153846,83.26538462,6609471.81,31.58750696,197510.47,0.933936067,6.610003901,4.919740485,124.2665329,121.13,185.13,1475.916667,131.4222222,3562.8,18.41865385,0.7964004,0
St. Lucia,LCA,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,5.486859345,2.056050209,16.54282699,160302.4815,18.10260006,5.486859345,37418709.4,3373.011892,16.54282699,128524021.4,2.056050209,159621.23,1.019159976,50.99334264,49.00665736,18.10260006,18.0563156,0,0,0,285142.86,0,299571428.6,37789473.68,6.775652034,64.95589082,49.81174841,0,442018982.9,60.18773186,0,543138250.7,1864.482328,93.55769231,94.52307692,84.47692308,85.05769231,94355.35,53.75053799,16329.23,9.163332096,22.24526219,73.73779157,0,0,3.8,0,0,0,24.44434615,-0.717039283,0
St. Vincent and the Grenadines,VCT,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,8.52064239,1.6241021,19.56077479,108568.963,19.51227997,8.52064239,33461014.25,3880.530441,19.56077479,81705867.32,1.6241021,108527.65,0.08423051,49.69834019,50.30165981,19.51227997,19.77000046,0,0,0,75523.81,0,88523809.52,12533333.33,4.268800421,48.36971787,37.04661277,0,169719044.2,56.78003872,0,278454045.6,920.436414,93.22307692,93.22307692,71.11111111,71.11111111,56895,52.12929616,8492.53,7.773456347,17.09842796,126.9479461,0,0,5.83,0,0,0,46.07607692,0.904398828,0
Sudan,SDN,ClusterC_1990,ClusterC_2015,C_1990-C_2015,CC,0,0,0,0,0,0,1,0,0,0,0,37.38557791,0.229440935,17.53436261,29585172.74,14.10884003,37.38557791,10200853682,2110.637754,17.53436261,5141265879,0.229440935,29200801.38,2.635873338,49.9269937,50.0730063,14.10884003,16.41499996,508471.1979,31.2678739,8666.350403,281761.9,195000,242095238.1,487333333.3,5.773888675,4.304139577,11.52404065,11.19640537,4362449216,15.54289969,7.332264102,5303762950,103.8584939,55.072,60.836,25.016,15.556,7622405.46,19.52127711,20092.91,0.050948121,7.050864096,0.034784933,0,116.13,10.5,4769.882353,998.2666667,107.25,32.43726923,3.442528913,6.826820006
Suriname,SUR,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,10.80813831,4.128386223,30.71619558,487091.7778,10.03791998,10.80813831,202804476.7,11284.59027,30.71619558,686635734.9,4.128386223,484350.38,1.252078158,49.53042389,50.46957611,10.03791998,10.80076937,233389.4276,24.90632458,3643.625921,135142.86,0,62476190.48,57333333.33,2.968856333,4.428954185,36.36361759,1.742866642,976068038.6,42.71767345,11.90558059,1018803911,202582.1628,78.73181818,91.47272727,80.27727273,62.65,275942.23,52.62711947,16234.29,3.023478667,14.83555573,27.01736055,0,0,0,0,0,0,66.27580769,1.2760807,5.546057209
Swaziland,SWZ,ClusterC_1990,ClusterD_2015,C_1990-D_2015,CD,0,0,0,0,0,0,0,1,0,0,0,11.43455081,0.815508694,41.52447278,1094226,24.75688011,11.43455081,268456142.6,3050.688385,41.52447278,992714517.1,0.815508694,1084654,1.769175676,51.85827585,48.14172415,24.75688011,24.94499969,59108.27273,0.159727275,2062.363636,612142.86,1314272.73,40044761.9,61238095.24,3.151681115,2.69001042,59.51991373,4.994213436,1474100089,71.18318246,4.092249966,1753243166,2409.69727,46.88846154,56.52307692,52.99230769,50.13076923,287650.65,23.86271833,4085.88,0.330914638,7.461357681,6.283512082,0,0,12,300,844.8,0,22.27476923,1.495398852,0
Sweden,SWE,ClusterA_1990,ClusterA_2015,A_1990-A_2015,AA,1,0,0,0,0,0,0,0,0,0,0,2.011743653,5.670551162,29.16838639,9086409.185,7.350439987,2.011743653,5993724007,48650.65978,29.16838639,93168635994,5.670551162,9054997.15,0.550235635,50.40776124,49.59223876,7.350439987,7.138076869,11285840.67,239.7337352,201729.8667,4314761.9,12563578.95,8026095238,11165095238,7.809897165,4.648301619,41.15077932,5.157334219,1.56656E+11,35.83736507,4.284525656,1.36825E+11,18751.61638,100,100,99.3,99.65,6937418.77,75.2794736,2302853.56,24.67878252,55.44802752,896.2923155,5533.977416,3074.42,578.42,9984.5,16019.89474,6173.92,84.33815385,0.673885908,1.36133E-05
Switzerland,CHE,ClusterA_1990,ClusterA_2015,A_1990-A_2015,AA,1,0,0,0,0,0,0,0,0,0,0,1.160877282,5.506339788,27.49498463,7434672.889,3.698799973,1.160877282,4175851863,26128.08811,27.63997333,1.10006E+11,5.506339788,7398618.08,0.846076587,50.99219118,49.00780882,3.698799973,3.637692305,15039357.08,1351.074365,205551.3175,7866400,11536588.24,13988428571,11926047619,5.922988234,6.046060965,52.7245046,3.846580604,2.3498E+11,45.74654603,3.427712945,2.01359E+11,5409.461829,100,100,99.9,99.86923077,5406058.35,70.39323753,2117740.75,27.06871266,49.45878484,1369.188082,3600.268684,2063.65,630.46,3237.807692,9560.361538,14340.12,73.56207692,0.96379884,0
Syria,SYR,ClusterB_1990,ClusterC_2015,B_1990-C_2015,BC,0,0,0,0,1,0,0,0,0,0,0,27.07437762,2.88679733,28.89272534,17178531.7,10.41739996,27.07437762,4725316582,0,28.89272534,5873598158,2.88679733,17130380.88,1.687710737,49.35789179,50.64210821,10.41739996,9.143124923,828565.0925,13.00084072,11943.37427,3249235.29,3738125,1979235294,735823529.4,8.813249804,18.69062365,33.27561332,9.648148897,6667303513,35.08821346,6.813599434,6764222303,418.6720847,80.87692308,87.99230769,90.11538462,84.49615385,4359187.35,20.62717649,170149.83,0.774307563,8.408433482,0.319585916,0,134.88,48.14,1953.904762,1791.684,858.12,52.96088462,2.335184061,20.3549211
Tajikistan,TJK,ClusterC_1990,ClusterC_2015,C_1990-C_2015,CC,0,0,0,0,0,0,1,0,0,0,0,27.24680256,0.453896244,32.81930997,6759024.926,11.34480003,27.24680256,781903036.6,1135.371126,32.81930997,871057393.3,0.453896244,6683027.77,1.949288582,49.87606539,50.12393461,11.34480003,2.758823544,624874.1933,2.760544425,5677.186218,141242.86,11171.43,46271428.57,16114285.71,0.435331772,4.909488275,39.83887953,2.14674414,837443864.3,61.3671809,3.20834475,1939792781,9411.067857,53.70869565,64.26521739,91.87391304,91.48695652,2159207.92,27.30709401,4473.3,0.056694342,6.778271825,1.073250709,0,26.53,25.47,618.7777778,1940.891304,37.22,27.537,1.236986378,0.143742258
Tanzania,TZA,ClusterD_1990,ClusterC_2015,D_1990-C_2015,DC,0,0,0,0,0,0,0,0,0,1,0,36.72763718,0.12256661,19.98340557,38523886.41,3.206839991,36.72763718,5630728345,479.6081905,19.98340557,3762468288,0.12256661,37868182,3.005972073,50.58642254,49.41357746,3.206839991,4.259999943,425400.1999,2.057995259,11734.07314,659904.76,152500,1020333333,658000000,13.50719695,28.22198886,17.4491234,11.53078471,3372151786,30.01265001,8.797302286,5302735510,2231.819677,45.35769231,54.63846154,10.44230769,7.419230769,8634495.58,18.37255769,31502,0.063792911,1.995686404,0.609222028,26.766855,1,2.57,4520.041667,1574.447059,743.28,24.21280769,5.05263408,0
Thailand,THA,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,9.867758159,3.254020698,37.71968128,63741659,1.486240003,9.867758159,21513487562,1581.549455,37.71968128,81503886778,3.254020698,63544664.58,0.797867974,50.7167085,49.2832915,1.486240003,1.499230775,21160806.27,1843.104457,141953.2054,14179761.9,3533714.29,19987047619,5596952381,4.249521821,12.51848262,57.57868984,7.96057588,1.3353E+11,54.76026816,7.521418711,1.25681E+11,3509.30221,91.13461538,92.97307692,91.36153846,92.75769231,33358182.35,50.2787623,2581736.5,3.865879897,11.81025354,11.87986236,421.2995017,646.56,4169.12,4291.681818,3231.178261,10328,36.73738462,2.8995495,0.753057622
Timor-Leste,TLS,ClusterD_1990,ClusterC_2015,D_1990-C_2015,DC,0,0,0,0,0,0,0,0,0,1,0,24.44713135,0.205016505,14.6146237,986404.3704,5.522399998,24.44713135,177376875,565.2183304,14.6146237,121933333.3,0.220787005,975547.96,2.033206112,49.31641654,50.68358346,5.522399998,3.049999952,0,0,0,46600,0,25430000,59000000,4.704823857,32.43245397,10.36548707,4.104360884,71400000,122.5809804,3.799105265,887866666.7,8350.302873,54.37142857,61.54285714,38.30952381,30.0047619,413760.64,36.7936299,390.08,0.03478559,5.430694751,1.56980922,0,0,0,0,0,0,25.90119231,3.861862998,0
Togo,TGO,ClusterD_1990,ClusterD_2015,D_1990-D_2015,DD,0,0,0,0,0,0,0,0,0,0,1,37.23676224,0.272935955,18.98098696,5488508.222,6.95788002,37.23676224,848175653.4,886.9431096,18.98098696,419389355.9,0.272935955,5407051.85,2.688865074,50.38324547,49.61675453,6.95788002,0,267130.5531,22.94817225,4229.853843,131666.67,0,74047619.05,44476190.48,3.313014262,5.679618324,36.26028879,5.482703112,872295627.9,50.41283008,7.014874121,1227492962,2134.182151,39.51153846,55.17307692,11.47692308,4.919230769,1124108.12,17.20327714,21407.56,0.31826587,1.743769839,2.089064403,32.11582222,0,0,0,0,0,34.12084615,4.033130537,0
Tonga,TON,ClusterB_1990,ClusterC_2015,B_1990-C_2015,BC,0,0,0,0,1,0,0,0,0,0,0,23.92217546,1.027560757,18.9847221,100273.4815,5.134839973,23.92217546,50159661.7,5456.338842,18.9847221,44283667.28,1.027560757,100010.08,0.437453577,49.5583193,50.4416807,5.134839973,4.98599999,50240.46667,0.0234,4346.8,40028.57,0,17626315.79,18123076.92,8.877236321,37.01798669,18.25238018,0,46463631.56,53.37653278,0,144018803.5,0,99.13846154,98.85,92.61923077,91.18461538,23329.81,22.43707882,1000.29,0.958014923,10.54992215,20.97240523,0,0,0,0,0,0,23.12423077,0.61000505,0
Trinidad and Tobago,TTO,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,1.365241856,24.01032693,50.97562198,1290991.333,10.39680002,1.365241856,115301382.8,2886.060685,50.97562198,7111070694,24.01032693,1288146.31,0.43823623,50.36613827,49.63386173,10.39680002,10.76076924,1503116.361,35.49910782,23201.33245,397571.43,263000,459647058.8,141176470.6,3.09704809,7.146165072,54.46645569,8.746527131,8057452851,40.71606182,7.669814007,5795015920,2964.060711,93.64230769,93.64230769,90.84230769,90.84230769,808821.31,61.10018119,110891.79,8.3056141,29.09360733,57.31621968,0,8.79,171.71,0,0,0,9.528384615,0.332224598,7.781098651
Tunisia,TUN,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,11.86003698,2.113607053,30.86768729,9918826.296,14.81355991,11.86003698,2880293811,3913.352186,30.86768729,8211000779,2.113607053,9861733.15,1.294927919,50.04771804,49.95228196,14.81355991,14.78712499,2194118.746,17.08477675,23339.3325,5877285.71,2170300,2535285714,470761904.8,2.907687983,18.24535347,43.98263818,6.234050437,13322006512,48.64978216,6.260469278,14813279955,421.5062806,79.35384615,91.08076923,83.31538462,62.12307692,4771379.96,44.70816939,280159.57,2.586878062,16.79497687,9.731161081,1512.981034,69.12,265,2069.88,2137.59268,1260.04,63.66876923,1.898715134,3.304492159
Turkey,TUR,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,11.8231907,3.472092967,30.62240196,66120284.48,8.939919968,11.8231907,40310465529,6828.867379,30.62240196,1.21106E+11,3.472092967,65605202.12,1.500131308,50.75525915,49.24474085,8.939919968,8.812692257,25526833.99,725.1214363,211428.8999,21302761.9,5979238.1,19122714286,3341761905,2.694285572,16.28245041,20.85816295,7.844006977,97643315233,23.96245567,9.382203104,1.14623E+11,3428.181044,87.48461538,93.82307692,89.18076923,74.26923077,32050664.31,45.10172722,4797112.07,6.566611885,19.29955072,55.02601922,636.92807,1485.92,953.5,8881.5,9171.807692,5550.77,66.35884615,2.41237346,0.099796813
Turkmenistan,TKM,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,20.61503804,9.590786757,45.64464868,4675784.889,9.111320038,20.61503804,1514746579,3632.698768,45.64464868,7082042181,9.590786757,4637832.62,1.690568196,50.79344564,49.20655436,9.111320038,4,1075960.065,6.721572703,13196.16864,88316.67,73000,29500000,100500000,0,0,68.73359011,18.44622037,6666217210,57.32783346,11.89708773,4466234099,299.9816924,34.6,59.63076923,62.32307692,49.9,1524432.12,29.32244353,1357.88,0.025915796,3.402813683,0.320022928,0,50.75,60.25,2997.8,11026.1,1631.7,46.75311538,2.084993776,12.62334677
Uganda,UGA,ClusterD_1990,ClusterD_2015,D_1990-D_2015,DD,0,0,0,0,0,0,0,0,0,0,1,34.50586381,0.073672369,20.29405234,27704453.33,2.418759987,34.50586381,3089690308,477.7767422,20.29405234,2300844123,0.073672369,27174318.27,3.339907996,50.44250913,49.55749087,2.418759987,5.806250118,87274.02677,12.66578675,1959.062462,606238.1,288052.63,487904761.9,321125000,6.897931453,21.36578851,13.54080839,12.09035034,1807613015,25.20165795,8.025056835,3083300163,1457.374542,56.52692308,60.39615385,16.19615385,14.43461538,5109098.12,14.31841013,25459.45,0.067996178,5.346870547,0.711483126,38.09117,7.63,5.29,848.4,175.2,87.86,12.98215385,4.92419408,0
Ukraine,UKR,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,13.70887084,7.206893575,35.79317774,48342766.78,8.385960064,13.70887084,9826867280,3385.419375,35.79317774,27066339757,7.206893575,48471156.08,-0.526112562,53.58599553,46.41400447,8.385960064,7.822608795,2607568.39,31.59104692,41387.03445,14343380.95,15236523.81,2786095238,2729761905,4.995736033,5.334382117,45.09794525,-2.197794914,39347026374,46.95198975,-1.507828559,43030431085,1149.837383,94.59545455,97.09090909,95.10909091,90.72272727,24060004.42,52.9869349,2513623.36,5.631855733,11.60777915,15.06631864,1274.63845,3722.67,1939.04,22150.6812,230279,55213.81,67.76038462,-0.358213265,0.546353982
United Arab Emirates,ARE,ClusterA_1990,ClusterA_2015,A_1990-A_2015,AA,1,0,0,0,0,0,0,0,0,0,0,0,24.98292357,0,4984745.444,3.290879955,0,1958783423,23978.70721,0,86805963394,24.98292357,4819942.88,6.35061904,30.35382908,69.64617092,3.290879955,3.069199991,22800138.8,5027.7948,123045.6921,4220454.55,0,4720300000,9490933333,0,0,76.8680857,10.31131007,2.16538E+11,67.37583184,11.98090955,1.91767E+11,38.06955251,100,99.66538462,97.45,95.2,5374407.54,78.37327818,475792.82,5.885328715,42.87944131,126.0005697,2003.39032,21.6,1449,0,0,0,81.46030769,6.647041373,18.2472726
United Kingdom,GBR,ClusterA_1990,ClusterA_2015,A_1990-A_2015,AA,1,0,0,0,0,0,0,0,0,0,0,0.925744811,8.715959826,23.80645674,60459805.78,6.815560036,0.925744811,15332723690,31826.37999,23.80645674,4.15731E+11,8.715959826,60260673.73,0.507583132,51.12746699,48.87253301,6.815560036,6.821923036,82188156.53,5678.506509,895460.6782,26799333.33,58088238.1,39160142857,61414142857,9.842240166,6.855046445,25.57293266,4.172836011,5.24913E+11,27.19992113,4.191031686,5.62627E+11,2388.646732,100,100,99.2,99.6,44473038.54,72.59982277,13595677.19,21.86832301,46.33975607,896.2515762,3651.839281,18086.65,8810.31,16571.05,17290.25,42991.84,79.72473077,0.718241097,0.568981344
United States,USA,ClusterA_1990,ClusterA_2015,A_1990-A_2015,AA,1,0,0,0,0,0,0,0,0,0,0,1.194412693,18.78791004,21.66864858,288994497.3,6.112000027,1.194412693,1.53402E+11,55682.49938,21.66864858,2.7591E+12,18.78791004,287681689,1.009475902,50.73175348,49.26824652,6.112000027,6.095000001,634723398.7,30091.15962,8578763.692,54426333.33,60414952.38,1.4437E+11,1.00685E+11,5.571797134,10.14420692,10.93415435,5.14890256,1.30905E+12,13.8592704,5.466147427,1.68637E+12,9715.671339,96.26153846,98.85384615,99.78461538,99.38076923,162757543.8,53.28723758,56106074.11,18.05074691,45.89980858,1110.374105,3734.535493,183252.38,170394.69,192829.3077,2235988.302,9706.64,79.07776923,1.330104739,0.333522087
Uruguay,URY,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,8.766270082,1.781394601,27.7347319,3308063.519,10.08572002,8.766270082,2051224026,14439.68218,27.7347319,6537594927,1.781394601,3302834.96,0.404501549,51.65853043,48.34146957,10.08572002,9.869720001,521593.3,7.294299981,8289.3,2112666.67,1030315.79,1134142857,564238095.2,7.726331909,16.64067127,23.07808527,5.556280502,6238376428,23.55809047,7.016936442,6536724229,27805.16324,80.27307692,97.26923077,94,85.89230769,1825865.85,54.03556465,402043.33,11.84138578,25.61825954,49.38714883,435.7114673,31.46,488.63,2999.021429,213.4630264,152.6,92.49019231,0.683890756,0
Uzbekistan,UZB,ClusterC_1990,ClusterC_2015,C_1990-C_2015,CC,0,0,0,0,0,0,1,0,0,0,0,28.19673774,4.521001025,29.53006599,25852077.78,9.176959991,28.19673774,5391676708,2052.44213,29.53006599,7001066462,4.521001025,25621457.69,1.726518748,50.29402415,49.70597585,9.176959991,0.346153853,2054140.542,70.81629583,22130.59091,642823.53,643142.86,79733333.33,0,0,0,30.23112535,7.826220641,7144144187,31.01967776,8.744115803,7432452902,631.1647226,83.0826087,88.55652174,92.94230769,89.73461538,6563747.5,23.19064318,276917.46,0.948705095,9.460932663,0.562333673,578.6368619,616.61,218.5,4023.375,19328.47368,2631.56,37.39330769,1.310597269,1.113826665
Vanuatu,VUT,ClusterC_1990,ClusterC_2015,C_1990-C_2015,CC,0,0,0,0,0,0,1,0,0,0,0,23.24755313,0.433663411,10.51479723,203528.9259,5.603919926,23.24755313,89184255.94,3480.548336,10.51479723,37843889.1,0.433663411,200956.88,2.370932543,48.95328143,51.04671857,5.603919926,5.460000038,132979.2091,1.551094875,3905.472987,72600,16428.57,144190476.2,20857142.86,7.893149998,60.02306789,44.62218826,4.937554589,184024032.4,53.02184339,4.833708995,212185489.7,49603.26198,74.05769231,78.81153846,46.77916667,43.61666667,44517.19,18.27356112,872.69,0.342452247,6.231387006,115.429629,0,0,0,0,0,0,22.38711538,3.712308596,0
Venezuela,VEN,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,4.938622047,6.253313778,50.82444995,25821463.7,10.14255997,4.938622047,7584349326,22484.25842,50.82444995,76301123822,6.253313778,25600436.19,1.824258036,49.88306493,50.11693507,10.14255997,10.12807688,5907327.262,52.30180377,109117.349,669761.9,1161142.86,770809523.8,2472523810,7.076563072,1.89620662,29.59441885,-0.378376879,46136882027,21.81284516,10.90837333,35438112501,31234.45275,73.48076923,91.33461538,89.15769231,58.51923077,12720996.69,44.48876729,1090861.88,3.693333793,17.66007702,7.440535137,148.8734544,175.44,1616.89,348,57.910515,41.83,87.631,2.053862932,15.03172633
